username	registration	address	ssn	residence	company	name	job	mail	current_location	user_id	blood_group	station_ID
bernhard63	26 Jun 2022	"Sylvio-Beier-Platz 4
51886 Melsungen"	863-67-4716		Carsten	Greta Schinke-Rogner		klotzivanka@gmail.com		595	O+	385
akirasasaki	12/30/2018, 00:00:00		315-19-3236		有限会社高橋運輸	山下 京助		yosuke33@gmail.com	(Decimal('7.310715'), Decimal('-54.009200'))	748	A+	663
blackwellcynthia	30 May 2021	"380 Andrew Mountains
North Ericachester, OR 92441"	029-79-5197		Perez, Carlson and Velez	Ashley Burns		harperroberto@gmail.com	(Decimal('-21.4585485'), Decimal('44.925091'))	47	O+	403
ogiacometti	2023/02/11	"Canale Roberto, 54
26864, Ospedaletto Lodigiano (LO)"	CLBTTN12D57B974B		Chiappetta e figli	Vincentio Rossi-Saragat		dinoruffini@hotmail.com	(Decimal('-14.798452'), Decimal('-66.712862'))	857	A+	167
pederivagiampaolo	23 May 2024	"Stretto Lilla, 61 Piano 4
32016, Santa Croce Del Lago (BL)"	CRDSNR36T01F448S		Bartoli-Dalla SPA	Arnulfo Alfieri		toscanipaoletta@outlook.com	(Decimal('20.041564'), Decimal('42.609555'))	1753	A+	396
udinesegianna	2023/01/31	"Piazza Francesco, 14
70029, Santeramo In Colle (BA)"	DLLNNI24P17F847I		Carosone-Tarantino s.r.l.	Gustavo Amaldi-Omma		claudia92@libero.it	(Decimal('13.8688275'), Decimal('154.939400'))	266	B-	584
bruna25	12/22/2023, 00:00:00	"Distrito de Peixoto
Vila Madre Gertrudes 1ª Seção
42480954 Aparecida / AL"	42896510389		Câmara	Nina Duarte		cnascimento@bol.com.br	(Decimal('-46.9851905'), Decimal('117.823614'))	2060	B+	239
souzalarissa	2025-09-14	"Condomínio de da Rosa, 2
Conjunto Jardim Filadélfia
64774447 Dias de Costela / AP"	79681342500		Teixeira	Maria Sophia Cardoso		valentina14@hotmail.com	(Decimal('-20.466877'), Decimal('9.349668'))	1216	O+	37
viniciuscavalcante	06/17/2024, 00:00:00	"Esplanada Maya Araújo, 67
Barão Homem De Melo 2ª Seção
07669-505 Melo das Pedras / MT"	71398240613		Freitas - ME	Sra. Maria Fernanda Azevedo		lizferreira@hotmail.com	(Decimal('-75.360850'), Decimal('-85.677361'))	968	A-	237
udias	06/19/2024, 00:00:00	"Parque Cirino, 48
Vila Real 1ª Seção
87826194 Rodrigues das Flores / RO"	46238157062		Pinto Ltda.	Enzo Gabriel Jesus	Timoneiro	ana-julia73@ig.com.br	(Decimal('-25.272594'), Decimal('-164.073944'))	1748	A+	791
zbandello	2023/10/07	"Rotonda Lidia, 6
19017, Riomaggiore (SP)"	CLLLNE39B16A127C		Beccaria Group	Stella Mascagni	Comptroller	agostinocheda@gmail.com	(Decimal('-88.616538'), Decimal('125.002259'))	205	O-	485
framirez	10/31/2024, 00:00:00	"3065 Friedman Key Suite 685
North William, MO 63490"	609-17-7053		Lewis, Noble and Tucker	Jose Rogers	Animal nutritionist	jbuckley@gmail.com	(Decimal('-13.7577745'), Decimal('-114.285381'))	843	B-	294
clarkamanda	11 Sep 2023	"551 Jordan Stravenue
Port Lisachester, IL 43954"	254-09-8820		Ortiz Inc	Anthony Stewart		salinasnathan@yahoo.com	(Decimal('-60.1448655'), Decimal('156.185041'))	1711	B-	536
petergutierrez	03 May 2023	"36043 Owens Pine Apt. 721
Willisshire, FL 97722"	069-89-7953		Buck-Lucas	Stephanie Clark DDS		robert93@yahoo.com	(Decimal('46.4884225'), Decimal('2.707842'))	1401	A+	634
ubertodetti	24 Jul 2021	"Strada Alphons, 2
39039, Villabassa (BZ)"	BRNRRA25R26E893G		Antonello s.r.l.	Imelda Volterra		goldsteinelmo@gmail.com	(Decimal('60.2428955'), Decimal('98.392924'))	1624	B-	402
da-cunhamathias	2021-03-10	"Trevo Brito
Vila Das Oliveiras
05125379 Costela / MS"	32876059177		Moura Souza e Filhos	Rafaela Pastor		nunesyasmin@ig.com.br	(Decimal('8.8086735'), Decimal('88.820733'))	381	O+	74
twiek	02/09/2023, 00:00:00		751-60-5286		Scheel Stiftung & Co. KG	Emmy Ackermann		karl-hermann38@aol.de		472	O-	107
nmonduzzi	14 May 2023	"Canale Achille, 56
15031, Balzola (AL)"	MLDFDG48D54A799J		Righi, Pulci e Cendron Group	Rossana Balla		antoniogadda@live.com	(Decimal('-53.7152325'), Decimal('-143.804474'))	1508	A+	480
sarahartman	30 Jun 2021	"4099 Reed Grove
Port Taylorville, VI 68129"	423-04-2730		Williams-Mason	Janice Perez		ikaiser@gmail.com	(Decimal('20.1910245'), Decimal('137.621687'))	574	O+	181
tiziano48	2018-10-31		QSMSPH55P30H033J		Anguissola s.r.l.	Alessandro Metella-Omma		ftrentini@fastwebnet.it	(Decimal('-68.9975085'), Decimal('-139.849754'))	761	AB+	410
karl-werner61	06/27/2020, 00:00:00	"Henriette-Eckbauer-Straße 80/45
99048 Freudenstadt"	532-42-0744		Losekann Schönland AG & Co. KG	Valeria Ditschlerin		huhnbrigitta@gmx.de	(Decimal('5.468439'), Decimal('-83.395040'))	1280	O+	407
itochiyo	03/30/2020, 00:00:00	東京都杉並区津久戸町3丁目21番12号 皇居外苑パーク988	298-41-6910		近藤通信有限会社	山田 七夏	アートディレクター	yoichiokamoto@yahoo.com	(Decimal('-76.463674'), Decimal('149.851702'))	613	B-	317
alvaradolauren	23 Oct 2021	"44145 Weber Trace Suite 118
Kennedyfort, IN 44950"	608-95-4855		Morrison, Velasquez and Lee	Mary Yates		gomeznathaniel@yahoo.com	(Decimal('84.2240225'), Decimal('118.478429'))	1317	B-	492
tarotakahashi	18 Jan 2025	三重県西多摩郡奥多摩町元浅草14丁目13番18号	251-32-8673		合同会社中村水産	鈴木 篤司		kobayashisotaro@hotmail.com	(Decimal('-71.0151225'), Decimal('-43.197621'))	1108	A+	297
charles59	03 Mar 2021	"916 William Inlet Apt. 094
North Robertberg, MP 68205"	547-64-7935		Williams LLC	Amber Lewis		joneschad@yahoo.com		15	AB-	731
lhornig	2024/06/16	"Gregor-Thanel-Platz 2-3
44286 Borken"	090-83-7798		Spieß	Univ.Prof. Marga Sauer	Beamter	tintzmanntom@hotmail.de	(Decimal('78.5660525'), Decimal('-137.947968'))	95	A+	0
yuta04	04/01/2019, 00:00:00	茨城県葛飾区津久戸町42丁目25番15号	071-09-2740		高橋通信合同会社	吉田 美加子		akira86@hotmail.com	(Decimal('-10.718517'), Decimal('-20.944837'))	213	B+	271
rosl81	2023/02/14	"Steven-Mude-Platz 1
35472 Plauen"	776-63-5021		Förster Jacob GmbH & Co. KG	Canan Hendriks		eckhartaustermuehle@yahoo.de	(Decimal('8.7485875'), Decimal('121.271280'))	1244	AB+	303
brenorodrigues	2019-03-18	"Chácara Carvalho, 497
Savassi
43200802 Monteiro / GO"	03259847197		da Costa	Isaac Costela	Médico legista	cunharaquel@hotmail.com	(Decimal('30.990119'), Decimal('127.677154'))	1002	AB-	787
wagenknechthermine	2018-10-07	"Karzstraße 262
86767 Ludwigsburg"	499-55-5597		Mude KG	Stavros Segebahn MBA.		norbertditschlerin@web.de	(Decimal('13.1347265'), Decimal('-11.759918'))	998	A-	244
steve90	2023-11-06		475-91-6045		Müller	Reinhardt Scheuermann-Ring		maria58@aol.de	(Decimal('68.2088545'), Decimal('-144.134106'))	1628	A-	389
jennifer73	25 Dec 2023		143-94-8747		Williams-Spence	Jason Lester		jose12@hotmail.com	(Decimal('-41.0648755'), Decimal('55.141750'))	1075	O-	92
april16	2024-01-26	"2930 Joshua Island
Rodneyland, MN 08957"	262-03-3718		Leach PLC	Luke Allen		howardemily@hotmail.com	(Decimal('82.319115'), Decimal('23.494687'))	2064	B+	698
yamaguchitaichi	01/10/2020, 00:00:00	福岡県町田市山中新田7丁目9番11号 パレス皇居外苑460	710-65-5371		西村運輸株式会社	佐藤 太郎		ftakahashi@hotmail.com	(Decimal('15.037276'), Decimal('90.101110'))	250	A+	822
kriehl	27 Sep 2022	"Norma-Schwital-Weg 397
65551 Hohenstein-Ernstthal"	775-50-0078		Dörschner GbR	Ing. Charles Dörr MBA.	Friseur	atlustek@aol.de	(Decimal('-79.813210'), Decimal('89.058949'))	1201	AB-	255
antonietta43	2025/07/29	"Stretto Romana, 598 Appartamento 93
15024, Masio (AL)"	MLDLFD18H54C569O		Polizzi-Torlonia e figli	Pierina Montesano		soderinigianni@gmail.com	(Decimal('-17.725615'), Decimal('-9.108024'))	1464	AB-	610
taichiogawa	2024/10/28	福島県横浜市栄区西神田14丁目22番19号 脚折パーク070	660-06-1521		有限会社坂本食品	近藤 智也		takuma01@hotmail.com		1546	A+	409
zetticcipiero	01/06/2019, 00:00:00	"Canale Babati, 1
27018, Vidigulfo (PV)"	TRNPLT27P12G438R		Botta s.r.l.	Michela Garobbio	Manufacturing engineer	pierpaoloventuri@hotmail.com	(Decimal('-40.610715'), Decimal('74.839180'))	1999	AB-	725
marcelacampos	2024/09/10	"Vereda Maria Alice Macedo
Vila Mantiqueira
73917272 Macedo / RJ"	48031269769		Vasconcelos	Ana Beatriz Alves		saisabel@bol.com.br	(Decimal('39.9078135'), Decimal('12.557528'))	1113	B+	600
gaddachiara	2024-04-22	"Rotonda Massimiliano, 94
16043, Caperana (GE)"	GGLRFL28L31A154W		Polesel e figli	Pompeo Nicolini		rmontessori@gmail.com	(Decimal('6.245739'), Decimal('-63.447695'))	737	AB-	741
bishopbarbara	2021-12-17		283-78-6236		Mills, Hill and Taylor	Leslie Foster		michaelstanley@hotmail.com	(Decimal('-75.7083965'), Decimal('-101.783303'))	4	O-	26
gabriella76	06/05/2025, 00:00:00	"Borgo Raurica, 45 Appartamento 3
39049, Steckholz (BZ)"	VCLGRN49M03E011O		Troisi-Coardi SPA	Jolanda Battaglia		vigliottilucio@live.com	(Decimal('38.130298'), Decimal('132.359545'))	1809	AB-	613
piepertomislav	14 Nov 2023	"Jessica-Sauer-Ring 644
88284 Staffelstein"	391-30-9515		Bien AG	Gunda Eimer B.Eng.	Ausbaufacharbeiter	annette14@hotmail.de	(Decimal('-63.705610'), Decimal('82.929824'))	1053	B+	14
annamaria68	2020/07/23	"Via Cusano, 61
12015, Limone Piemonte (CN)"	RCCDMC90P63F201H		Gabbana-Bernardini Group	Barbara Scotto	Community arts worker	ktomasetti@yahoo.com	(Decimal('54.1307555'), Decimal('-136.231176'))	1072	O-	227
abatantuonogianfranco	01/17/2023, 00:00:00	"Stretto Traetta, 86 Piano 8
24122, Bergamo (BG)"	VTTCML45S13I879H		Federici, Zamorani e Nicoletti s.r.l.	Gianluca Campanella		strentin@libero.it	(Decimal('49.354127'), Decimal('140.655886'))	1778	AB+	248
saitomiki	10/14/2019, 00:00:00	新潟県新宿区丸の内ＪＰタワー16丁目7番9号 コート下吉羽477	409-84-0505		山本建設有限会社	渡辺 直子		naoto60@yahoo.com	(Decimal('82.6376435'), Decimal('-120.826335'))	381	AB-	169
curciamalia	01/04/2020, 00:00:00		SCRMLN27P21F970Y		Toscani s.r.l.	Arsenio Ovadia		ceco@gmail.com	(Decimal('-57.5691135'), Decimal('156.642215'))	978	B+	711
kalbers	25 Aug 2020	"Sauerstraße 63-85
44273 Günzburg"	800-02-2801		Huhn	Herr Karl-Heinrich Käster		ibriemer@gmx.de	(Decimal('-30.919427'), Decimal('176.580186'))	486	AB+	148
harukasato	2021/01/23	福井県町田市皇居外苑39丁目14番9号 パレス土呂部055	833-01-8077		株式会社伊藤鉱業	三浦 浩		shimizuharuka@hotmail.com	(Decimal('-17.0475225'), Decimal('51.280398'))	372	A-	270
theoliebelt	09/06/2023, 00:00:00	"Arnfried-Hering-Gasse 74-77
57537 Meißen"	196-54-9035		Seifert	Hellmut Krause		micha28@gmx.de	(Decimal('40.4638865'), Decimal('61.176727'))	138	A-	511
licia77	15 Nov 2018		BRSNDA99L03I892B		Speri-Chiaramonte Group	Iolanda Crespi	Merchandiser, retail	antonia60@gmail.com	(Decimal('-74.799345'), Decimal('-175.773466'))	691	AB+	125
hollandsarah	2019/04/24	"189 Bonnie Creek
East Jackieburgh, NV 61827"	392-33-9409		Browning-Waller	John Gomez		smithdylan@yahoo.com	(Decimal('34.9187535'), Decimal('93.928196'))	1632	B-	174
xbaker	07/12/2022, 00:00:00	"7763 Amy Rue
Lake Davidmouth, KY 70178"	205-94-9925		Hughes, Nash and Gutierrez	Katrina Davis		bhall@hotmail.com	(Decimal('-87.609748'), Decimal('-109.969753'))	1834	B+	637
edwardwong	2022/01/09	"657 Matthew Neck
Jamesberg, SD 65752"	898-12-6352		Lopez, Baker and Miller	Ashley Erickson		mheath@gmail.com	(Decimal('14.0594555'), Decimal('-2.272378'))	341	A-	553
choelzenbecher	06/14/2024, 00:00:00		445-73-6983		Schweitzer GbR	Kuno Heintze		nevenka91@gmx.de	(Decimal('31.899449'), Decimal('-14.632121'))	862	O+	93
filippiniagostino	2022-12-05	"Piazza Agnolo, 625 Appartamento 4
96016, Lentini (SR)"	BNDNNZ83E18F766Q		Rastelli, Pacomio e Sagredo e figli	Germana Sauro		nicolettalombroso@gmail.com	(Decimal('-70.1458325'), Decimal('21.615098'))	306	O-	818
montigiustino	18 Jul 2019		NSCSTL41R09H666M		Rusticucci SPA	Antonia Zeffirelli-Boito	Dance movement psychotherapist	corradoturchi@outlook.com	(Decimal('-29.129864'), Decimal('133.343770'))	1215	O+	687
vogawa	2021-07-10	宮崎県府中市丸の内19丁目25番18号	671-85-1055		松本鉱業合同会社	村上 陽子	経営者	pota@hotmail.com	(Decimal('41.4812245'), Decimal('-110.774696'))	1106	A+	501
baehrwieslaw	2022/01/09		449-05-4148		Ruppert GmbH	Rolf-Dieter Tlustek-Holsten		alicja90@yahoo.de	(Decimal('-72.7825355'), Decimal('-102.312839'))	1349	A+	345
bartonjulie	2018-09-28	"840 Lauren Flats
New Cassidy, ID 22636"	317-61-2449		Hansen and Sons	Jack Hartman		robert81@yahoo.com	(Decimal('64.4760885'), Decimal('138.918908'))	1916	B+	159
ksantos	2022-11-25	"Pátio de Castro
Ventosa
85115479 Marques / BA"	20391578677		Costela	Luiz Miguel Jesus	Dogueiro	luiz-gustavo32@bol.com.br	(Decimal('3.0443985'), Decimal('-11.096578'))	416	B+	236
cecilia32	2019-03-23	"Vale Asafe Cunha
Vale Do Jatoba
23205-705 Barros / ES"	51689247002		Oliveira Ltda.	Alícia Costela	Gastroenterologista	arthur-gabrieloliveira@ig.com.br	(Decimal('40.330368'), Decimal('-111.201644'))	2030	B+	541
lsalandra	02/17/2022, 00:00:00	"Rotonda Toldo, 95 Piano 7
04017, San Felice Circeo (LT)"	VNVFDC50H68C050H		Camanni s.r.l.	Viridiana Passalacqua		lanfranchifrancesco@tim.it	(Decimal('4.9825865'), Decimal('175.391015'))	1903	O+	307
guntherdrub	07 Nov 2022	"Mühlering 12/45
90158 Teterow"	248-82-9251		Thanel Schuchhardt GmbH & Co. KG	Karla Löchel B.A.		charlottecichorius@aol.de	(Decimal('6.309456'), Decimal('100.262977'))	1744	O+	38
peixotojuliana	2023-11-09	"Morro Pires, 245
Grotinha
22485519 Câmara Alegre / SE"	43780152690		Vieira Vasconcelos e Filhos	Liam Teixeira		pireselisa@gmail.com	(Decimal('-62.290069'), Decimal('71.774594'))	1915	AB-	131
fhartmann	02/18/2023, 00:00:00	"Austermühlering 6/2
94004 Erfurt"	751-13-4582		Gehringer Becker KG	Britt Tlustek		bauerolav@hotmail.de	(Decimal('-30.494100'), Decimal('-98.713250'))	647	AB-	36
harrydoehn	2019-01-13	"Kaulplatz 8/5
34397 Husum"	427-97-8364		Ullrich	Nils Löchel	Altenpfleger	kitzmannilja@hotmail.de	(Decimal('-88.605813'), Decimal('115.648287'))	742	O+	478
friedrich-karlhamann	2024/09/29	"Franziska-Bohnbach-Gasse 5
20724 Eckernförde"	076-60-6965		Kraushaar Stiftung & Co. KG	Christoph Zahn		kstahr@yahoo.de	(Decimal('-87.545662'), Decimal('161.058530'))	1508	B-	766
zalbuquerque	04/24/2025, 00:00:00	"Estação Francisco Albuquerque, 68
Vila Paquetá
76552298 da Mata / AM"	18304527979		Brito	Cecília Sousa	Construtor	almeidasarah@bol.com.br	(Decimal('-0.504518'), Decimal('-165.948155'))	1717	AB+	729
serenasanti	04/21/2024, 00:00:00	"Via Maria, 523 Piano 0
15023, Felizzano (AL)"	PPTNNT53M13F449J		Toscani, Mastroianni e Tarantini SPA	Alfredo Fusani-Iacovelli		corradomaderno@alice.it	(Decimal('-71.122746'), Decimal('24.281982'))	1076	O+	585
vjones	2020/04/21	"378 Adams Unions
Kathleenville, GA 57678"	605-95-2974		Wilson, Kelly and Yang	Terry Gentry		danielvargas@hotmail.com	(Decimal('-86.5439365'), Decimal('30.028937'))	2046	AB-	700
takumainoue	2019/04/25	長野県東村山市方京33丁目4番5号 シティ横林165	606-75-0044		坂本保険有限会社	鈴木 直人		hanako88@yahoo.com	(Decimal('-25.552268'), Decimal('144.580163'))	1313	B-	394
abeyosuke	2022/01/21	徳島県香取郡神崎町勝どき2丁目25番15号	732-71-3034		山下ガス株式会社	小林 聡太郎		yukisasaki@yahoo.com	(Decimal('59.900154'), Decimal('120.781367'))	1730	AB-	29
irena05	2024/02/06	"Ingbert-Müller-Allee 35
45557 Gütersloh"	412-41-7400		Bohlander	Adriana Pruschke		van-der-dussencatrin@hotmail.de	(Decimal('-53.2790575'), Decimal('-158.561779'))	1221	AB+	812
bleao	09 Jun 2021	"Praça Ana Carolina da Costa, 55
Jardinópolis
12830-616 Jesus de Fogaça / MT"	74139265809		Lima S/A	Benício Macedo		da-rochapietra@yahoo.com.br		1370	B+	606
osvaldo48	2020/05/03	"Borgo Franco, 230 Piano 8
13814, Pollone (BI)"	JVNMNC02C16E757H		Chigi-Iannelli s.r.l.	Arnulfo Rizzoli-Panzera		bevilacquabruno@tim.it	(Decimal('-30.429680'), Decimal('105.555139'))	780	A-	613
gudefranz-xaver	15 Jan 2024	"Hans-Wilhelm-Möchlichen-Ring 6/4
19188 Nördlingen"	254-05-5019		Hellwig	Alexander Hamann	Pfleger	margritjaehn@googlemail.com	(Decimal('29.6024445'), Decimal('-46.814047'))	432	B-	452
esterteixeira	11/01/2021, 00:00:00	"Chácara Abreu, 83
Acaiaca
04137-273 Marques / AP"	13754829041		Borges	Clara da Cruz		benicio50@hotmail.com	(Decimal('82.476425'), Decimal('132.438237'))	739	A-	70
endokenichi	2023/09/29	神奈川県川崎市幸区台場9丁目10番9号 クレスト浅草632	744-34-1214		株式会社佐藤印刷	藤田 七夏	アナウンサー	aokihiroshi@yahoo.com	(Decimal('-45.319174'), Decimal('-31.494607'))	872	AB+	518
dina94	2025-01-09	"Piazza Vincenza, 51 Piano 2
84087, Sarno (SA)"	SPDRDF80L43H921X		Galuppi SPA	Lando Volta-Goldstein		ubuscetta@libero.it	(Decimal('-1.859752'), Decimal('-49.893492'))	893	B-	200
kaori86	09 Nov 2018	石川県印旛郡印旛村独鈷沢19丁目3番20号	318-44-3457		株式会社伊藤鉱業	福田 花子		matsumotoasuka@gmail.com	(Decimal('40.286519'), Decimal('-141.055091'))	653	B+	214
wlima	2024-10-14	"Parque de Moreira
Castelo
86777871 Macedo / MA"	62730481508		Siqueira Fogaça - EI	Srta. Letícia Mendonça	Empacotador	antoniobrito@hotmail.com	(Decimal('58.5542105'), Decimal('167.097171'))	844	O-	472
melissagagliano	2025/01/09	"Borgo Valentina, 26 Piano 4
66012, Casalincontrada (CH)"	FGGGRL58M14F706P		Visintini, Errigo e Cadorna e figli	Benvenuto Zaguri		mattiaversace@tim.it	(Decimal('87.463012'), Decimal('107.592905'))	285	O-	394
dimitriosgutknecht	01/17/2024, 00:00:00	"Franz-Josef-Klapp-Weg 27/71
06945 Hildburghausen"	531-03-7195		Hendriks	Katharina Henschel	Augenoptiker	kuhlfelix@yahoo.de	(Decimal('-8.6296365'), Decimal('-149.923772'))	169	B-	487
weinholdolav	2025/09/10	"Teresa-Koch-Allee 1940
38838 Borna"	191-44-0285		Schaaf	Adem Junk		haenelvito@web.de	(Decimal('-19.4681195'), Decimal('173.369767'))	1501	O+	630
christinethomas	2024/09/07	"275 Elizabeth Locks
West Richard, MS 74490"	799-89-5696		Thomas-Johnson	Reginald Hernandez	Waste management officer	sotosharon@gmail.com	(Decimal('-52.0976245'), Decimal('14.782431'))	1642	O+	405
pfukuda	2024/10/04	鳥取県鴨川市三ノ輪32丁目23番4号	758-95-5494		鈴木農林有限会社	林 加奈		taro53@hotmail.com	(Decimal('53.393378'), Decimal('-159.825928'))	1302	O+	97
stiebitzmichaele	2020-11-17	"Bonbachallee 4672
06726 Paderborn"	673-31-4859		Holt Zimmer GmbH	Prof. Stilla Segebahn MBA.		susann86@gmx.de	(Decimal('-10.461747'), Decimal('179.801063'))	1597	A+	157
zhande	2021/08/06	"Veli-Weinhold-Platz 6/5
21866 Wanzleben"	165-65-9272		Junken GbR	Jacek Schuster B.Sc.		jschlosser@gmail.com	(Decimal('-15.5516105'), Decimal('-152.766024'))	224	A-	189
ubaldo71	17 Jun 2024	"Piazza Renzo, 519
28895, Forno Di Omegna (VB)"	GSTMLD92D05G056G		Bragaglia, Visconti e Mogherini Group	Flavia Nordio		liviabroschi@hotmail.com		138	O+	121
fukudanaoto	2019/06/29	兵庫県昭島市花川戸32丁目27番19号 パーク平須賀425	586-86-6121		株式会社渡辺ガス	山田 修平		eabe@yahoo.com	(Decimal('-74.2099095'), Decimal('150.096160'))	1651	AB-	628
yosukenakamura	2021-06-09	宮崎県八街市竜泉19丁目4番18号	252-52-8456		有限会社山口食品	松田 晃		yamamotojun@yahoo.com		1866	O+	803
brandonjones	2018/11/07	"034 Lucas Creek
Dustinmouth, NM 60051"	887-05-5375		Hurst Ltd	Melissa Vega		sarroyo@gmail.com	(Decimal('-42.892622'), Decimal('84.158705'))	1920	B-	239
damiano57	2024-01-28	"Borgo Alessio, 88 Appartamento 55
02039, Toffia (RI)"	MNTRBT13D69M176W		Perozzo, Salata e Sagese s.r.l.	Beppe Turchi		obernini@libero.it	(Decimal('44.019421'), Decimal('-96.161356'))	975	O-	802
renatahettner	10 Feb 2020	"Römerstraße 47/78
17403 Kehl"	640-09-1999		Killer	Antonia Hein		mitschkevlado@yahoo.de	(Decimal('-14.1021105'), Decimal('143.731130'))	770	A-	315
elsbeth98	26 Mar 2024		586-58-6422		Seifert	Aurelia Johann	Friseur	ikruschwitz@web.de	(Decimal('22.797257'), Decimal('-110.907913'))	309	B+	727
barbara07	01/12/2025, 00:00:00	"Sítio de Peixoto, 6
Ribeiro De Abreu
10145631 Monteiro da Praia / AL"	50468379274		Santos Pinto e Filhos	Oliver Viana		barbara00@hotmail.com	(Decimal('-26.486054'), Decimal('157.148374'))	1217	O+	207
eabate	11 Aug 2024	"Stretto Simeoni, 19
72027, San Pietro Vernotico (BR)"	LCCGNE11T02L173I		Carosone, Trentini e Sgarbi s.r.l.	Arturo Condoleo		francesca56@hotmail.it	(Decimal('-42.9244245'), Decimal('-4.341518'))	1214	O-	138
tferreira	01/12/2025, 00:00:00	"Loteamento Barbosa, 18
Vila Pilar
93880-675 Nunes / RN"	58769023140		Nascimento	Olivia Lima		ecorreia@yahoo.com.br	(Decimal('-87.760013'), Decimal('-85.401815'))	1273	A-	605
nevenka90	2023/06/09	"Hornichplatz 0
38231 Badoberan"	719-03-0090		Zorbach Schulz Stiftung & Co. KGaA	Ada Mitschke-Kroker		lisa34@googlemail.com	(Decimal('0.9651115'), Decimal('53.613029'))	1163	B+	433
kpacheco	2025/03/18	"Alameda de Camargo, 71
Xodo-Marize
56162065 Guerra das Pedras / GO"	67482039104		Garcia	Manuela Viana		kamillycamara@ig.com.br	(Decimal('-23.0732635'), Decimal('-42.687034'))	322	B+	493
smirnoffdonato	05/02/2022, 00:00:00	"Stretto Falloppio, 79 Appartamento 57
66012, Casalincontrada (CH)"	FRRSLS24H48C288F		Chiesa, Rizzo e Liguori e figli	Dino Errigo		pierinabinaghi@hotmail.com	(Decimal('22.446425'), Decimal('-73.293560'))	1875	B-	413
tarogoto	2022/09/10	東京都川崎市多摩区戸山18丁目1番15号 シャルム入谷179	548-31-2283		渡辺電気株式会社	田中 直人		yamadaasuka@yahoo.com	(Decimal('46.572721'), Decimal('-66.082911'))	242	AB+	24
